
entity,code,year,cocoa_beans__00000661__production__005510__tonnes
Colombia,COL,2018,97978
Colombia,COL,2019,102154
Colombia,COL,2020,63416
Colombia,COL,2021,69040
Colombia,COL,2022,62158
Colombia,COL,2023,59831
Colombia,COL,2024,67678
Comoros,COM,1961,41
Comoros,COM,1962,34
Comoros,COM,1963,46
Comoros,COM,1964,52
Comoros,COM,1965,33
Comoros,COM,1966,69
Comoros,COM,1967,56
Comoros,COM,1968,42
Comoros,COM,1969,51
Comoros,COM,1970,48
Comoros,COM,1971,16
Comoros,COM,1972,50
Comoros,COM,1973,19
Comoros,COM,1974,38
Comoros,COM,1975,21
Comoros,COM,1976,15
Comoros,COM,1977,20
Comoros,COM,1978,15
Comoros,COM,1979,18
Comoros,COM,1980,15
Comoros,COM,1981,20
Comoros,COM,1982,20
Comoros,COM,1983,20
Comoros,COM,1984,20
Comoros,COM,1985,20
Comoros,COM,1986,21
Comoros,COM,1987,21
Comoros,COM,1988,22
Comoros,COM,1989,22
Comoros,COM,1990,22
Comoros,COM,1991,22.2
Comoros,COM,1992,22.49
Comoros,COM,1993,22.79
Comoros,COM,1994,23.09
Comoros,COM,1995,23.29
Comoros,COM,1996,23.6
Comoros,COM,1997,24
Comoros,COM,1998,24.43
Comoros,COM,1999,25
Comoros,COM,2000,26
Comoros,COM,2001,26.45
Comoros,COM,2002,26.8
Comoros,COM,2003,27
Comoros,COM,2004,27.23
Comoros,COM,2005,27.54
Comoros,COM,2006,28
Comoros,COM,2007,29.67
Comoros,COM,2008,31.59
Comoros,COM,2009,33.61
Comoros,COM,2010,35.62
Comoros,COM,2011,37.49
Comoros,COM,2012,39.48
Comoros,COM,2013,40.13
Comoros,COM,2014,40.89
Comoros,COM,2015,43.86
Comoros,COM,2016,41.63
Comoros,COM,2017,42.6
Comoros,COM,2018,42.88
Comoros,COM,2019,43.52
Comoros,COM,2020,44.16
Comoros,COM,2021,43.52
Comoros,COM,2022,43.73
Comoros,COM,2023,43.8
Comoros,COM,2024,43.68
Congo,COG,1961,900
Congo,COG,1962,630
Congo,COG,1963,800
Congo,COG,1964,1100
Congo,COG,1965,800
Congo,COG,1966,877
Congo,COG,1967,1144
Congo,COG,1968,1288
Congo,COG,1969,1195
Congo,COG,1970,1344
Congo,COG,1971,2026
Congo,COG,1972,2146
Congo,COG,1973,2114
Congo,COG,1974,2422
Congo,COG,1975,2912
Congo,COG,1976,2332
Congo,COG,1977,3021
Congo,COG,1978,2275
Congo,COG,1979,2772
Congo,COG,1980,2334
Congo,COG,1981,2214
Congo,COG,1982,2492
Congo,COG,1983,1588
Congo,COG,1984,1864
Congo,COG,1985,1845
Congo,COG,1986,1842
Congo,COG,1987,1751
Congo,COG,1988,1611
Congo,COG,1989,1994
Congo,COG,1990,2115
Congo,COG,1991,2188
Congo,COG,1992,2263
Congo,COG,1993,2341
Congo,COG,1994,2423
Congo,COG,1995,2507
Congo,COG,1996,1858
Congo,COG,1997,1875
Congo,COG,1998,1900
Congo,COG,1999,1331
Congo,COG,2000,1304
Congo,COG,2001,1278
Congo,COG,2002,1253
Congo,COG,2003,1000
Congo,COG,2004,1000
Congo,COG,2005,800
Congo,COG,2006,800
Congo,COG,2007,700
Congo,COG,2008,927
Congo,COG,2009,800
Congo,COG,2010,1200
Congo,COG,2011,1500
Congo,COG,2012,2800
Congo,COG,2013,5000
Congo,COG,2014,5000
Congo,COG,2015,2500
Congo,COG,2016,3800
Congo,COG,2017,3500
Congo,COG,2018,4500
Congo,COG,2019,11500
Congo,COG,2020,7500
Congo,COG,2021,16000
Congo,COG,2022,10000
Congo,COG,2023,10000
Congo,COG,2024,15000
Costa Rica,CRI,1961,10600
Costa Rica,CRI,1962,12600
Costa Rica,CRI,1963,10700
Costa Rica,CRI,1964,10200
Costa Rica,CRI,1965,7600
Costa Rica,CRI,1966,9300
Costa Rica,CRI,1967,7200
Costa Rica,CRI,1968,9100
Costa Rica,CRI,1969,4800
Costa Rica,CRI,1970,4200
Costa Rica,CRI,1971,7300
Costa Rica,CRI,1972,5000
Costa Rica,CRI,1973,6600
Costa Rica,CRI,1974,5919
Costa Rica,CRI,1975,6609
Costa Rica,CRI,1976,5855
Costa Rica,CRI,1977,7694
Costa Rica,CRI,1978,10381
Costa Rica,CRI,1979,10365
Costa Rica,CRI,1980,5266
Costa Rica,CRI,1981,5049
Costa Rica,CRI,1982,3545
Costa Rica,CRI,1983,2161
Costa Rica,CRI,1984,4139
Costa Rica,CRI,1985,4451
Costa Rica,CRI,1986,3857
Costa Rica,CRI,1987,3592
Costa Rica,CRI,1988,3976
Costa Rica,CRI,1989,4270
Costa Rica,CRI,1990,3500
Costa Rica,CRI,1991,3400
Costa Rica,CRI,1992,3000
Costa Rica,CRI,1993,2800
Costa Rica,CRI,1994,2000
Costa Rica,CRI,1995,2000
Costa Rica,CRI,1996,2000
Costa Rica,CRI,1997,800
Costa Rica,CRI,1998,849
Costa Rica,CRI,1999,888
Costa Rica,CRI,2000,708
Costa Rica,CRI,2001,708
Costa Rica,CRI,2002,708
Costa Rica,CRI,2003,708
Costa Rica,CRI,2004,708
Costa Rica,CRI,2005,343
Costa Rica,CRI,2006,450
Costa Rica,CRI,2007,555
Costa Rica,CRI,2008,593
Costa Rica,CRI,2009,650
Costa Rica,CRI,2010,665
Costa Rica,CRI,2011,690
Costa Rica,CRI,2012,700
Costa Rica,CRI,2013,700
Costa Rica,CRI,2014,700
Costa Rica,CRI,2015,600
Costa Rica,CRI,2016,650
Costa Rica,CRI,2017,545
Costa Rica,CRI,2018,550
Costa Rica,CRI,2019,800
Costa Rica,CRI,2020,800
Costa Rica,CRI,2021,700
Costa Rica,CRI,2022,800
Costa Rica,CRI,2023,800
Costa Rica,CRI,2024,1000
Cote d'Ivoire,CIV,1961,85000
Cote d'Ivoire,CIV,1962,110000
Cote d'Ivoire,CIV,1963,115000
Cote d'Ivoire,CIV,1964,139069
Cote d'Ivoire,CIV,1965,121772
Cote d'Ivoire,CIV,1966,149662
Cote d'Ivoire,CIV,1967,146640
Cote d'Ivoire,CIV,1968,144476
Cote d'Ivoire,CIV,1969,180706
Cote d'Ivoire,CIV,1970,179156
Cote d'Ivoire,CIV,1971,225814
Cote d'Ivoire,CIV,1972,185445
Cote d'Ivoire,CIV,1973,208522
Cote d'Ivoire,CIV,1974,241511
Cote d'Ivoire,CIV,1975,231136
Cote d'Ivoire,CIV,1976,232330
Cote d'Ivoire,CIV,1977,303621
Cote d'Ivoire,CIV,1978,318381
Cote d'Ivoire,CIV,1979,397759
Cote d'Ivoire,CIV,1980,417222
Cote d'Ivoire,CIV,1981,464751
Cote d'Ivoire,CIV,1982,360445
Cote d'Ivoire,CIV,1983,411081
Cote d'Ivoire,CIV,1984,565042
Cote d'Ivoire,CIV,1985,555115
Cote d'Ivoire,CIV,1986,610680
Cote d'Ivoire,CIV,1987,664031
Cote d'Ivoire,CIV,1988,832177
Cote d'Ivoire,CIV,1989,780521
Cote d'Ivoire,CIV,1990,807501
Cote d'Ivoire,CIV,1991,764708
Cote d'Ivoire,CIV,1992,813009
Cote d'Ivoire,CIV,1993,803799
Cote d'Ivoire,CIV,1994,808662
Cote d'Ivoire,CIV,1995,1120000
Cote d'Ivoire,CIV,1996,1235300
Cote d'Ivoire,CIV,1997,1119110
Cote d'Ivoire,CIV,1998,1201119
Cote d'Ivoire,CIV,1999,1163025
Cote d'Ivoire,CIV,2000,1401101
Cote d'Ivoire,CIV,2001,1212428
Cote d'Ivoire,CIV,2002,1264708
Cote d'Ivoire,CIV,2003,1351546
Cote d'Ivoire,CIV,2004,1407213
Cote d'Ivoire,CIV,2005,1286330
Cote d'Ivoire,CIV,2006,1408854
Cote d'Ivoire,CIV,2007,1229908
Cote d'Ivoire,CIV,2008,1382441
Cote d'Ivoire,CIV,2009,1223153
Cote d'Ivoire,CIV,2010,1301347
Cote d'Ivoire,CIV,2011,1511255
Cote d'Ivoire,CIV,2012,1485882
Cote d'Ivoire,CIV,2013,1448992
Cote d'Ivoire,CIV,2014,1637777.5
Cote d'Ivoire,CIV,2015,1796000
Cote d'Ivoire,CIV,2016,1634000
Cote d'Ivoire,CIV,2017,2034000
Cote d'Ivoire,CIV,2018,2113189
Cote d'Ivoire,CIV,2019,2235043
Cote d'Ivoire,CIV,2020,2200000
Cote d'Ivoire,CIV,2021,2228459
Cote d'Ivoire,CIV,2022,2358991
Cote d'Ivoire,CIV,2023,1822441
Cote d'Ivoire,CIV,2024,1890442
Cuba,CUB,1961,2500
Cuba,CUB,1962,2387
Cuba,CUB,1963,2516
Cuba,CUB,1964,1204
Cuba,CUB,1965,2154
Cuba,CUB,1966,2019
Cuba,CUB,1967,1459
Cuba,CUB,1968,1939
Cuba,CUB,1969,1234
Cuba,CUB,1970,1330
Cuba,CUB,1971,1353
Cuba,CUB,1972,1900
Cuba,CUB,1973,1743
Cuba,CUB,1974,1356
Cuba,CUB,1975,1251
Cuba,CUB,1976,1353
Cuba,CUB,1977,1182
Cuba,CUB,1978,1582
Cuba,CUB,1979,1614
Cuba,CUB,1980,1242
Cuba,CUB,1981,1536
Cuba,CUB,1982,1706
Cuba,CUB,1983,1840
Cuba,CUB,1984,1923
Cuba,CUB,1985,1896
Cuba,CUB,1986,2102
Cuba,CUB,1987,2203
Cuba,CUB,1988,2259
Cuba,CUB,1989,2566
Cuba,CUB,1990,2428
Cuba,CUB,1991,1912
Cuba,CUB,1992,3000
Cuba,CUB,1993,1800
Cuba,CUB,1994,1334
Cuba,CUB,1995,2100
Cuba,CUB,1996,1900
Cuba,CUB,1997,1400
Cuba,CUB,1998,1900
Cuba,CUB,1999,1900
Cuba,CUB,2000,2900
Cuba,CUB,2001,1900
Cuba,CUB,2002,1301
Cuba,CUB,2003,1500
Cuba,CUB,2004,1846
Cuba,CUB,2005,2067
Cuba,CUB,2006,2120
Cuba,CUB,2007,1379
Cuba,CUB,2008,1100
Cuba,CUB,2009,1387
Cuba,CUB,2010,1709
Cuba,CUB,2011,1510
Cuba,CUB,2012,2027
Cuba,CUB,2013,1425
Cuba,CUB,2014,2188
Cuba,CUB,2015,1500
Cuba,CUB,2016,2058
Cuba,CUB,2017,245
Cuba,CUB,2018,1012
Cuba,CUB,2019,1799
Cuba,CUB,2020,1577
Cuba,CUB,2021,1472
Cuba,CUB,2022,1429
Cuba,CUB,2023,1668
Cuba,CUB,2024,1463.13
Democratic Republic of Congo,COD,1961,5800
Democratic Republic of Congo,COD,1962,6500
Democratic Republic of Congo,COD,1963,5600
Democratic Republic of Congo,COD,1964,4800
Democratic Republic of Congo,COD,1965,4300
Democratic Republic of Congo,COD,1966,5300
Democratic Republic of Congo,COD,1967,4900
Democratic Republic of Congo,COD,1968,4500
Democratic Republic of Congo,COD,1969,4900
Democratic Republic of Congo,COD,1970,6200
Democratic Republic of Congo,COD,1971,6300
Democratic Republic of Congo,COD,1972,6500
Democratic Republic of Congo,COD,1973,5700
Democratic Republic of Congo,COD,1974,5000
Democratic Republic of Congo,COD,1975,5300
Democratic Republic of Congo,COD,1976,5400
Democratic Republic of Congo,COD,1977,5200
Democratic Republic of Congo,COD,1978,4300
Democratic Republic of Congo,COD,1979,5700
Democratic Republic of Congo,COD,1980,5900
Democratic Republic of Congo,COD,1981,4513
Democratic Republic of Congo,COD,1982,4300
Democratic Republic of Congo,COD,1983,4300
Democratic Republic of Congo,COD,1984,4388
Democratic Republic of Congo,COD,1985,4530
Democratic Republic of Congo,COD,1986,6300
Democratic Republic of Congo,COD,1987,5500
Democratic Republic of Congo,COD,1988,6200
Democratic Republic of Congo,COD,1989,7100
Democratic Republic of Congo,COD,1990,7180
Democratic Republic of Congo,COD,1991,7270
Democratic Republic of Congo,COD,1992,7361
Democratic Republic of Congo,COD,1993,7453
Democratic Republic of Congo,COD,1994,7547
Democratic Republic of Congo,COD,1995,7551
Democratic Republic of Congo,COD,1996,7576
Democratic Republic of Congo,COD,1997,7207
Democratic Republic of Congo,COD,1998,6909
Democratic Republic of Congo,COD,1999,6565
Democratic Republic of Congo,COD,2000,6582
Democratic Republic of Congo,COD,2001,6235
Democratic Republic of Congo,COD,2002,5750
Democratic Republic of Congo,COD,2003,5710
Democratic Republic of Congo,COD,2004,5670
Democratic Republic of Congo,COD,2005,5630
Democratic Republic of Congo,COD,2006,5590
Democratic Republic of Congo,COD,2007,5590
Democratic Republic of Congo,COD,2008,5510
Democratic Republic of Congo,COD,2009,5470
Democratic Republic of Congo,COD,2010,5431
Democratic Republic of Congo,COD,2011,5392
Democratic Republic of Congo,COD,2012,2000
Democratic Republic of Congo,COD,2013,2000
Democratic Republic of Congo,COD,2014,3000
Democratic Republic of Congo,COD,2015,6000
Democratic Republic of Congo,COD,2016,10200
Democratic Republic of Congo,COD,2017,13500
Democratic Republic of Congo,COD,2018,18475
Democratic Republic of Congo,COD,2019,22058
Democratic Republic of Congo,COD,2020,26337
Democratic Republic of Congo,COD,2021,21500
Democratic Republic of Congo,COD,2022,40000
Democratic Republic of Congo,COD,2023,42000
Democratic Republic of Congo,COD,2024,50000
Dominica,DMA,1961,200
Dominica,DMA,1962,100
Dominica,DMA,1963,200
Dominica,DMA,1964,200
Dominica,DMA,1965,100
Dominica,DMA,1966,100
Dominica,DMA,1967,100
Dominica,DMA,1968,100
Dominica,DMA,1969,100
Dominica,DMA,1970,100
Dominica,DMA,1971,100
Dominica,DMA,1972,180
Dominica,DMA,1973,200
Dominica,DMA,1974,250
Dominica,DMA,1975,290
Dominica,DMA,1976,320
Dominica,DMA,1977,670
Dominica,DMA,1978,705
Dominica,DMA,1979,428
Dominica,DMA,1980,428
Dominica,DMA,1981,428
Dominica,DMA,1982,492
Dominica,DMA,1983,275
Dominica,DMA,1984,240
Dominica,DMA,1985,220
Dominica,DMA,1986,180
Dominica,DMA,1987,155
Dominica,DMA,1988,120
Dominica,DMA,1989,124
Dominica,DMA,1990,139
Dominica,DMA,1991,75
Dominica,DMA,1992,139
Dominica,DMA,1993,105
Dominica,DMA,1994,177
Dominica,DMA,1995,155
Dominica,DMA,1996,100
Dominica,DMA,1997,230
Dominica,DMA,1998,165
Dominica,DMA,1999,200
Dominica,DMA,2000,200
Dominica,DMA,2001,187.75
Dominica,DMA,2002,180.2
Dominica,DMA,2003,170.13
Dominica,DMA,2004,162.32
Dominica,DMA,2005,152.09
Dominica,DMA,2006,145.47
Dominica,DMA,2007,72
Dominica,DMA,2008,72
Dominica,DMA,2009,132
Dominica,DMA,2010,87
Dominica,DMA,2011,119
Dominica,DMA,2012,200
Dominica,DMA,2013,412.08
Dominica,DMA,2014,604.81
Dominica,DMA,2015,1000
Dominica,DMA,2016,1700
Dominica,DMA,2017,1000
Dominica,DMA,2018,1000
Dominica,DMA,2019,1000
Dominica,DMA,2020,1000
Dominica,DMA,2021,1000
Dominica,DMA,2022,1000
Dominica,DMA,2023,500
Dominica,DMA,2024,1000
Dominican Republic,DOM,1961,34850
Dominican Republic,DOM,1962,33230
Dominican Republic,DOM,1963,38036
Dominican Republic,DOM,1964,41223
Dominican Republic,DOM,1965,25000
Dominican Republic,DOM,1966,27990
Dominican Republic,DOM,1967,25908
Dominican Republic,DOM,1968,27266
Dominican Republic,DOM,1969,25823
Dominican Republic,DOM,1970,37924
Dominican Republic,DOM,1971,32470
Dominican Republic,DOM,1972,36093
Dominican Republic,DOM,1973,35900
Dominican Republic,DOM,1974,38300
Dominican Republic,DOM,1975,30909
Dominican Republic,DOM,1976,33100
Dominican Republic,DOM,1977,34474
Dominican Republic,DOM,1978,36960
Dominican Republic,DOM,1979,35916
Dominican Republic,DOM,1980,28481
Dominican Republic,DOM,1981,31920
Dominican Republic,DOM,1982,34921
Dominican Republic,DOM,1983,42826
Dominican Republic,DOM,1984,42596
Dominican Republic,DOM,1985,34506
Dominican Republic,DOM,1986,36231
Dominican Republic,DOM,1987,43102
Dominican Republic,DOM,1988,41481
Dominican Republic,DOM,1989,48668
Dominican Republic,DOM,1990,43157
Dominican Republic,DOM,1991,48860
Dominican Republic,DOM,1992,50376
Dominican Republic,DOM,1993,53980
Dominican Republic,DOM,1994,62385.29
Dominican Republic,DOM,1995,59397.9
Dominican Republic,DOM,1996,62937.81
Dominican Republic,DOM,1997,52455.59
Dominican Republic,DOM,1998,59291.48
Dominican Republic,DOM,1999,25861.38
Dominican Republic,DOM,2000,37107.09
Dominican Republic,DOM,2001,44908.01
Dominican Republic,DOM,2002,45468
Dominican Republic,DOM,2003,46697.72
Dominican Republic,DOM,2004,47317.56
Dominican Republic,DOM,2005,31361
Dominican Republic,DOM,2006,45912.23
Dominican Republic,DOM,2007,42154.31
Dominican Republic,DOM,2008,45291
Dominican Republic,DOM,2009,54994
Dominican Republic,DOM,2010,58334
Dominican Republic,DOM,2011,54279
Dominican Republic,DOM,2012,72225
Dominican Republic,DOM,2013,68020.57
Dominican Republic,DOM,2014,69913.3
Dominican Republic,DOM,2015,75499.98
Dominican Republic,DOM,2016,81245.84
Dominican Republic,DOM,2017,86599
Dominican Republic,DOM,2018,85991.33
Dominican Republic,DOM,2019,76112.56
Dominican Republic,DOM,2020,77681.23
Dominican Republic,DOM,2021,70630.86
Dominican Republic,DOM,2022,75900
Dominican Republic,DOM,2023,59811
Dominican Republic,DOM,2024,57461
East Timor,TLS,1961,20
East Timor,TLS,1962,20
East Timor,TLS,1963,20
East Timor,TLS,1964,20
East Timor,TLS,1965,20
East Timor,TLS,1966,20
East Timor,TLS,1967,20
East Timor,TLS,1968,20
East Timor,TLS,1969,20
East Timor,TLS,1970,20
East Timor,TLS,1971,20
East Timor,TLS,1972,20
East Timor,TLS,1973,20
East Timor,TLS,1974,20
East Timor,TLS,1975,20
East Timor,TLS,1976,20
East Timor,TLS,1977,20
East Timor,TLS,1978,20
East Timor,TLS,1979,20
East Timor,TLS,1980,20
East Timor,TLS,1981,20
East Timor,TLS,1982,20
East Timor,TLS,1983,20
East Timor,TLS,1984,20
East Timor,TLS,1985,22
East Timor,TLS,1986,22
East Timor,TLS,1987,25
East Timor,TLS,1988,25
East Timor,TLS,1989,25
East Timor,TLS,1990,31
East Timor,TLS,1991,23
East Timor,TLS,1992,29
East Timor,TLS,1993,32
East Timor,TLS,1994,50
East Timor,TLS,1995,92
East Timor,TLS,1996,83
East Timor,TLS,1997,57
East Timor,TLS,1998,60
East Timor,TLS,1999,100
East Timor,TLS,2000,91.65
East Timor,TLS,2001,97.06
East Timor,TLS,2002,102.39
East Timor,TLS,2003,107.63
East Timor,TLS,2004,112.78
East Timor,TLS,2005,117.86
East Timor,TLS,2006,122.8
East Timor,TLS,2007,127.71
East Timor,TLS,2008,132.55
East Timor,TLS,2009,137.35
East Timor,TLS,2010,142.1
East Timor,TLS,2011,146.81
East Timor,TLS,2012,151.5
East Timor,TLS,2013,160
East Timor,TLS,2014,166.52
East Timor,TLS,2015,169.79
East Timor,TLS,2016,173.43
East Timor,TLS,2017,177.84
East Timor,TLS,2018,173.69
East Timor,TLS,2019,174.99
East Timor,TLS,2020,180.19
East Timor,TLS,2021,176.29
East Timor,TLS,2022,177.16
East Timor,TLS,2023,177.88
East Timor,TLS,2024,177.11
Eastern Africa (FAO),,1961,1111
Eastern Africa (FAO),,1962,859
Eastern Africa (FAO),,1963,671
Eastern Africa (FAO),,1964,762
Eastern Africa (FAO),,1965,803
Eastern Africa (FAO),,1966,936
Eastern Africa (FAO),,1967,1097
Eastern Africa (FAO),,1968,1353
Eastern Africa (FAO),,1969,1483
Eastern Africa (FAO),,1970,1689
Eastern Africa (FAO),,1971,1701
Eastern Africa (FAO),,1972,2080
Eastern Africa (FAO),,1973,2019
Eastern Africa (FAO),,1974,2398
Eastern Africa (FAO),,1975,2401
Eastern Africa (FAO),,1976,2572
Eastern Africa (FAO),,1977,2283
Eastern Africa (FAO),,1978,3315
Eastern Africa (FAO),,1979,3008
Eastern Africa (FAO),,1980,2856
Eastern Africa (FAO),,1981,2949
Eastern Africa (FAO),,1982,3174
Eastern Africa (FAO),,1983,3425
Eastern Africa (FAO),,1984,4736
Eastern Africa (FAO),,1985,3741
Eastern Africa (FAO),,1986,4081
Eastern Africa (FAO),,1987,5203
Eastern Africa (FAO),,1988,5829
Eastern Africa (FAO),,1989,6415
Eastern Africa (FAO),,1990,6746
Eastern Africa (FAO),,1991,6811.2
Eastern Africa (FAO),,1992,7524.49
Eastern Africa (FAO),,1993,8022.79
Eastern Africa (FAO),,1994,5523.09
Eastern Africa (FAO),,1995,8723.29
Eastern Africa (FAO),,1996,9323.6
Eastern Africa (FAO),,1997,10224
Eastern Africa (FAO),,1998,10324.43
Eastern Africa (FAO),,1999,11517
Eastern Africa (FAO),,2000,10471
Eastern Africa (FAO),,2001,10686.45
Eastern Africa (FAO),,2002,11936.8
Eastern Africa (FAO),,2003,12737
Eastern Africa (FAO),,2004,12436.23
Eastern Africa (FAO),,2005,15888.54
Eastern Africa (FAO),,2006,21287
Eastern Africa (FAO),,2007,23500.67
Eastern Africa (FAO),,2008,26496.59
Eastern Africa (FAO),,2009,31533.61
Eastern Africa (FAO),,2010,33035.62
Eastern Africa (FAO),,2011,34037.49
Eastern Africa (FAO),,2012,33039.48
Eastern Africa (FAO),,2013,35040.13
Eastern Africa (FAO),,2014,50405.89
Eastern Africa (FAO),,2015,59578.86
Eastern Africa (FAO),,2016,59220.63
Eastern Africa (FAO),,2017,58876.6
Eastern Africa (FAO),,2018,62042.88
Eastern Africa (FAO),,2019,52218.52
Eastern Africa (FAO),,2020,61608.16
Eastern Africa (FAO),,2021,71706.52
Eastern Africa (FAO),,2022,65655.73
Eastern Africa (FAO),,2023,74904.8
Eastern Africa (FAO),,2024,91043.68
Ecuador,ECU,1961,44100
Ecuador,ECU,1962,44300
Ecuador,ECU,1963,44300
Ecuador,ECU,1964,37800
Ecuador,ECU,1965,49900
Ecuador,ECU,1966,50764
Ecuador,ECU,1967,61236
Ecuador,ECU,1968,81724
Ecuador,ECU,1969,47993
Ecuador,ECU,1970,53584
Ecuador,ECU,1971,70806
Ecuador,ECU,1972,67784
Ecuador,ECU,1973,63374
Ecuador,ECU,1974,91039
Ecuador,ECU,1975,75272
Ecuador,ECU,1976,65192
Ecuador,ECU,1977,72120
Ecuador,ECU,1978,72085
Ecuador,ECU,1979,77407
Ecuador,ECU,1980,91215
Ecuador,ECU,1981,80460
Ecuador,ECU,1982,96941
Ecuador,ECU,1983,45000
Ecuador,ECU,1984,77000
Ecuador,ECU,1985,130772
Ecuador,ECU,1986,89913
Ecuador,ECU,1987,57529
Ecuador,ECU,1988,85110
Ecuador,ECU,1989,82880
Ecuador,ECU,1990,96722
Ecuador,ECU,1991,90403
Ecuador,ECU,1992,93999
Ecuador,ECU,1993,82729
Ecuador,ECU,1994,81163
Ecuador,ECU,1995,85505
Ecuador,ECU,1996,89928
Ecuador,ECU,1997,90870
Ecuador,ECU,1998,35006
Ecuador,ECU,1999,94687
Ecuador,ECU,2000,64991
Ecuador,ECU,2001,76030
Ecuador,ECU,2002,60268
Ecuador,ECU,2003,88263
Ecuador,ECU,2004,89680
Ecuador,ECU,2005,93658
Ecuador,ECU,2006,87561
Ecuador,ECU,2007,85891
Ecuador,ECU,2008,94300
Ecuador,ECU,2009,120581
Ecuador,ECU,2010,132099
Ecuador,ECU,2011,163151.73
Ecuador,ECU,2012,133322.98
Ecuador,ECU,2013,128446
Ecuador,ECU,2014,156215.97
Ecuador,ECU,2015,180192.38
Ecuador,ECU,2016,177551.3
Ecuador,ECU,2017,205955
Ecuador,ECU,2018,235182
Ecuador,ECU,2019,283679.56
Ecuador,ECU,2020,327902.56
Ecuador,ECU,2021,302093.9
Ecuador,ECU,2022,337149.4
Ecuador,ECU,2023,375719.12
Ecuador,ECU,2024,403698.84
El Salvador,SLV,1961,300
El Salvador,SLV,1962,300
El Salvador,SLV,1963,300
El Salvador,SLV,1964,300
El Salvador,SLV,1965,300
El Salvador,SLV,1966,300
El Salvador,SLV,1967,300
El Salvador,SLV,1968,300
El Salvador,SLV,1969,300
El Salvador,SLV,1970,300
El Salvador,SLV,1971,206
El Salvador,SLV,1972,300
El Salvador,SLV,1973,300
El Salvador,SLV,1974,298
El Salvador,SLV,1975,250
El Salvador,SLV,1976,250
El Salvador,SLV,1977,298
El Salvador,SLV,1978,306
El Salvador,SLV,1979,310
El Salvador,SLV,1980,320
El Salvador,SLV,1981,330
El Salvador,SLV,1982,400
El Salvador,SLV,1983,400
El Salvador,SLV,1984,400
El Salvador,SLV,1985,400
El Salvador,SLV,1986,400
El Salvador,SLV,1987,400
El Salvador,SLV,1988,400
El Salvador,SLV,1989,400
El Salvador,SLV,1990,483
El Salvador,SLV,1991,92.85
El Salvador,SLV,1992,99.54
El Salvador,SLV,1993,106.23
El Salvador,SLV,1994,112.92
El Salvador,SLV,1995,119.6
El Salvador,SLV,1996,126.29
El Salvador,SLV,1997,132.98
El Salvador,SLV,1998,138.36
El Salvador,SLV,1999,141.28
El Salvador,SLV,2000,150
El Salvador,SLV,2001,160
El Salvador,SLV,2002,170
El Salvador,SLV,2003,170
El Salvador,SLV,2004,190
El Salvador,SLV,2005,180
El Salvador,SLV,2006,175
El Salvador,SLV,2007,180
El Salvador,SLV,2008,160
El Salvador,SLV,2009,180
El Salvador,SLV,2010,190
El Salvador,SLV,2011,179
El Salvador,SLV,2012,180
El Salvador,SLV,2013,185
El Salvador,SLV,2014,366
El Salvador,SLV,2015,363
El Salvador,SLV,2016,363.64
El Salvador,SLV,2017,350
El Salvador,SLV,2018,363
El Salvador,SLV,2019,368.18
El Salvador,SLV,2020,374.53
El Salvador,SLV,2021,368.57
El Salvador,SLV,2022,370.43
El Salvador,SLV,2023,371.18
El Salvador,SLV,2024,370.06
Equatorial Guinea,GNQ,1961,26000
Equatorial Guinea,GNQ,1962,30900
Equatorial Guinea,GNQ,1963,33000
Equatorial Guinea,GNQ,1964,35100
Equatorial Guinea,GNQ,1965,35400
Equatorial Guinea,GNQ,1966,38200
Equatorial Guinea,GNQ,1967,33600
Equatorial Guinea,GNQ,1968,38000
Equatorial Guinea,GNQ,1969,28000
Equatorial Guinea,GNQ,1970,35000
Equatorial Guinea,GNQ,1971,22000
Equatorial Guinea,GNQ,1972,10000
Equatorial Guinea,GNQ,1973,12000
Equatorial Guinea,GNQ,1974,13000
Equatorial Guinea,GNQ,1975,10000
Equatorial Guinea,GNQ,1976,6000
Equatorial Guinea,GNQ,1977,6000
Equatorial Guinea,GNQ,1978,6000
Equatorial Guinea,GNQ,1979,6000
Equatorial Guinea,GNQ,1980,8000
Equatorial Guinea,GNQ,1981,9900
Equatorial Guinea,GNQ,1982,7000
Equatorial Guinea,GNQ,1983,6600
Equatorial Guinea,GNQ,1984,7000
Equatorial Guinea,GNQ,1985,6000
Equatorial Guinea,GNQ,1986,6200
Equatorial Guinea,GNQ,1987,8300
Equatorial Guinea,GNQ,1988,8190
Equatorial Guinea,GNQ,1989,6570
Equatorial Guinea,GNQ,1990,6793
Equatorial Guinea,GNQ,1991,5673
Equatorial Guinea,GNQ,1992,4298
Equatorial Guinea,GNQ,1993,2957
Equatorial Guinea,GNQ,1994,3214
Equatorial Guinea,GNQ,1995,4248
Equatorial Guinea,GNQ,1996,4318
Equatorial Guinea,GNQ,1997,5018
Equatorial Guinea,GNQ,1998,4356
Equatorial Guinea,GNQ,1999,5500
Equatorial Guinea,GNQ,2000,4900
Equatorial Guinea,GNQ,2001,4000
Equatorial Guinea,GNQ,2002,2013
Equatorial Guinea,GNQ,2003,2422
Equatorial Guinea,GNQ,2004,3000
Equatorial Guinea,GNQ,2005,3000
Equatorial Guinea,GNQ,2006,2000
Equatorial Guinea,GNQ,2007,2500
Equatorial Guinea,GNQ,2008,2000
Equatorial Guinea,GNQ,2009,1200
Equatorial Guinea,GNQ,2010,1200
